Date,Price,Extra,Distance,Class,Region
2023-01-18,92,21,1354,Y,Eur
2023-01-18,115,26,735,Y,Eur
2023-01-18,146,0,997,Y,Eur
2023-01-18,56,0,1152,Y,Eur
2023-01-18,30,1,889,Y,Eur
2023-01-18,99,15,934,Y,Eur
2023-01-18,30,6,1000,Y,Eur
2023-01-18,30,3,592,Y,Eur
2023-01-18,134,23,1399,Y,Eur
2023-01-18,114,24,987,Y,Eur
2023-01-18,136,15,1036,Y,Eur
2023-01-18,30,2,197,Y,Eur
2023-01-18,30,5,1015,Y,Eur
2023-01-18,42,0,837,Y,Eur
2023-01-18,72,14,793,Y,Eur
2023-01-18,141,26,1258,Y,Eur
2023-01-18,35,6,725,Y,Eur
2023-01-18,85,12,929,Y,Eur
2023-01-18,185,32,1203,Y,Eur
2023-01-18,96,21,1150,Y,Eur
2023-01-18,74,2,1301,Y,Eur
2023-01-18,62,5,888,Y,Eur
2023-01-18,196,24,1397,Y,Eur
2023-01-18,30,6,757,Y,Eur
2023-01-18,92,18,1170,Y,Eur
2023-01-19,138,20,725,Y,Eur
2023-01-19,99,14,1103,Y,Eur
2023-01-19,83,5,820,Y,Eur
2023-01-19,100,4,1105,Y,Eur
2023-01-19,75,12,836,Y,Eur
2023-01-19,81,11,996,Y,Eur
2023-01-19,55,8,1115,Y,Eur
2023-01-19,122,21,1176,Y,Eur
2023-01-19,67,5,1091,Y,Eur
2023-01-19,129,25,969,Y,Eur
2023-01-19,30,0,732,Y,Eur
2023-01-19,70,9,1150,Y,Eur
2023-01-19,120,14,778,Y,Eur
2023-01-19,92,8,656,Y,Eur
2023-01-19,73,6,1010,Y,Eur
2023-01-19,103,14,1243,Y,Eur
2023-01-19,36,1,945,Y,Eur
2023-01-19,85,5,972,Y,Eur
2023-01-19,156,21,1779,Y,Eur
2023-01-19,42,0,882,Y,Eur
2023-01-19,99,19,1043,Y,Eur
2023-01-19,30,5,681,Y,Eur
2023-01-19,83,17,809,Y,Eur
2023-01-19,62,11,1162,Y,Eur
2023-01-19,88,16,720,Y,Eur
2023-01-19,122,18,1147,Y,Eur
2023-01-19,73,9,684,Y,Eur
2023-01-19,70,12,896,Y,Eur
2023-01-19,98,14,927,Y,Eur
2023-01-19,140,11,1110,Y,Eur
2023-01-19,114,25,1483,Y,Eur
2023-01-19,104,7,848,Y,Eur
2023-01-19,102,5,723,Y,Eur
2023-01-19,98,13,1211,Y,Eur
2023-01-19,147,23,739,Y,Eur
2023-01-19,107,5,1484,Y,Eur
2023-01-19,105,14,1331,Y,Eur
2023-01-19,88,20,987,Y,Eur
2023-01-19,89,21,1085,Y,Eur
2023-01-19,38,3,1175,Y,Eur
2023-01-19,139,21,986,Y,Eur
2023-01-19,112,13,1265,Y,Eur
2023-01-19,162,0,1076,Y,Eur
2023-01-19,67,7,946,Y,Eur
2023-01-19,59,0,286,Y,Eur
2023-01-19,83,18,561,Y,Eur
2023-01-19,111,25,1249,Y,Eur
2023-01-19,30,6,1031,Y,Eur
2023-01-19,58,13,884,Y,Eur
2023-01-19,73,7,975,Y,Eur
2023-01-19,112,16,990,Y,Eur
2023-01-19,147,19,1430,Y,Eur
2023-01-19,77,18,968,Y,Eur
2023-01-19,124,30,1005,Y,Eur
2023-01-19,74,14,861,Y,Eur
2023-01-19,136,14,1284,Y,Eur
2023-01-19,130,0,1027,Y,Eur
2023-01-19,79,18,947,Y,Eur
2023-01-19,103,10,920,Y,Eur
2023-01-19,100,9,1103,Y,Eur
2023-01-19,194,25,1664,Y,Eur
2023-01-19,118,22,1458,Y,Eur
2023-01-19,30,2,786,Y,Eur
2023-01-19,109,18,1031,Y,Eur
2023-01-19,125,10,1078,Y,Eur
2023-01-19,57,1,1330,Y,Eur
2023-01-19,130,26,1134,Y,Eur
2023-01-19,94,15,498,Y,Eur
2023-01-19,74,18,1015,Y,Eur
2023-01-19,88,21,1169,Y,Eur
2023-01-19,73,18,755,Y,Eur
2023-01-19,60,5,1324,Y,Eur
2023-01-19,123,25,704,Y,Eur
2023-01-19,31,0,910,Y,Eur
2023-01-19,71,12,877,Y,Eur
2023-01-19,30,1,641,Y,Eur
2023-01-19,89,3,986,Y,Eur
2023-01-19,123,25,1249,Y,Eur
2023-01-19,95,8,1336,Y,Eur
2023-01-19,73,2,878,Y,Eur
2023-01-19,127,11,1023,Y,Eur
2023-01-19,57,1,1132,Y,Eur
2023-01-19,69,5,764,Y,Eur
2023-01-19,62,10,1102,Y,Eur
2023-01-19,124,4,1249,Y,Eur
2023-01-19,133,18,1095,Y,Eur
2023-01-19,89,3,820,Y,Eur
2023-01-19,68,15,886,Y,Eur
2023-01-19,108,25,857,Y,Eur
2023-01-19,71,17,1259,Y,Eur
2023-01-19,30,5,550,Y,Eur
2023-01-19,69,4,830,Y,Eur
2023-01-19,30,5,951,Y,Eur
2023-01-20,132,10,936,Y,Eur
2023-01-20,180,36,1070,Y,Eur
2023-01-20,117,20,1337,Y,Eur
2023-01-20,142,33,1276,Y,Eur
2023-01-20,58,14,939,Y,Eur
2023-01-20,66,1,1304,Y,Eur
2023-01-20,93,21,1028,Y,Eur
2023-01-20,118,13,1010,Y,Eur
2023-01-20,141,0,1057,Y,Eur
2023-01-20,70,0,882,Y,Eur
2023-01-20,38,6,426,Y,Eur
2023-01-20,48,10,1028,Y,Eur
2023-01-20,164,37,1249,Y,Eur
2023-01-20,127,23,1051,Y,Eur
2023-01-20,85,13,1103,Y,Eur
2023-01-20,254,42,1574,Y,Eur
2023-01-20,126,22,1243,Y,Eur
2023-01-20,111,4,904,Y,Eur
2023-01-20,83,19,1265,Y,Eur
2023-01-20,74,6,1060,Y,Eur
2023-01-20,141,27,1248,Y,Eur
2023-01-20,152,24,1124,Y,Eur
2023-01-20,59,7,1285,Y,Eur
2023-01-20,167,10,1335,Y,Eur
2023-01-20,30,4,711,Y,Eur
2023-01-20,32,3,1072,Y,Eur
2023-01-20,148,9,1324,Y,Eur
2023-01-20,105,22,873,Y,Eur
2023-01-20,108,1,1221,Y,Eur
2023-01-20,154,18,1430,Y,Eur
2023-01-20,122,13,1045,Y,Eur
2023-01-20,99,4,1295,Y,Eur
2023-01-20,111,20,1374,Y,Eur
2023-01-20,30,7,825,Y,Eur
2023-01-20,127,14,1018,Y,Eur
2023-01-20,102,22,836,Y,Eur
2023-01-20,126,3,889,Y,Eur
2023-01-20,121,23,1212,Y,Eur
2023-01-20,52,6,672,Y,Eur
2023-01-20,111,1,969,Y,Eur
2023-01-20,102,5,1242,Y,Eur
2023-01-20,148,5,1234,Y,Eur
2023-01-20,199,5,1148,Y,Eur
2023-01-20,133,12,1368,Y,Eur
2023-01-20,91,19,1107,Y,Eur
2023-01-20,30,5,456,Y,Eur
2023-01-20,141,12,1125,Y,Eur
2023-01-20,121,29,1356,Y,Eur
2023-01-20,105,1,772,Y,Eur
2023-01-20,134,5,1174,Y,Eur
2023-01-20,82,1,962,Y,Eur
2023-01-20,133,24,1159,Y,Eur
2023-01-20,139,30,1581,Y,Eur
2023-01-20,204,25,1451,Y,Eur
2023-01-20,63,12,549,Y,Eur
2023-01-20,80,14,1108,Y,Eur
2023-01-20,159,11,1419,Y,Eur
2023-01-20,179,28,1375,Y,Eur
2023-01-20,71,2,1077,Y,Eur
2023-01-20,133,29,1395,Y,Eur
2023-01-20,74,0,1251,Y,Eur
2023-01-20,94,14,1518,Y,Eur
2023-01-20,56,12,1051,Y,Eur
2023-01-20,109,14,1190,Y,Eur
2023-01-20,144,18,1004,Y,Eur
2023-01-20,183,28,1055,Y,Eur
2023-01-20,87,5,1406,Y,Eur
2023-01-20,111,6,572,Y,Eur
2023-01-20,100,2,1099,Y,Eur
2023-01-20,30,2,1139,Y,Eur
2023-01-20,201,6,1300,Y,Eur
2023-01-20,111,8,1070,Y,Eur
2023-01-20,47,6,947,Y,Eur
2023-01-20,88,10,1043,Y,Eur
2023-01-20,79,14,1068,Y,Eur
2023-01-20,121,13,1426,Y,Eur
2023-01-20,30,0,827,Y,Eur
2023-01-20,104,13,1091,Y,Eur
2023-01-20,66,9,1142,Y,Eur
2023-01-20,106,11,1022,Y,Eur
2023-01-20,30,6,1128,Y,Eur
2023-01-20,62,9,971,Y,Eur
2023-01-20,126,7,1217,Y,Eur
2023-01-20,46,5,886,Y,Eur
2023-01-20,81,4,1100,Y,Eur
2023-01-20,30,5,981,Y,Eur
2023-01-20,30,2,1431,Y,Eur
2023-01-20,63,14,1185,Y,Eur
2023-01-20,30,3,1148,Y,Eur
2023-01-20,30,0,944,Y,Eur
2023-01-20,163,23,1151,Y,Eur
2023-01-20,79,9,968,Y,Eur
2023-01-20,59,14,1122,Y,Eur
2023-01-20,157,26,1276,Y,Eur
2023-01-20,122,7,1099,Y,Eur
2023-01-20,63,1,1059,Y,Eur
2023-01-20,184,36,1077,Y,Eur
2023-01-20,90,10,1024,Y,Eur
2023-01-20,147,34,1422,Y,Eur
2023-01-20,83,15,1180,Y,Eur
2023-01-20,30,2,893,Y,Eur
2023-01-20,54,2,691,Y,Eur
2023-01-21,80,12,964,Y,Eur
2023-01-21,75,6,914,Y,Eur
2023-01-21,124,24,1216,Y,Eur
2023-01-21,99,22,1078,Y,Eur
2023-01-21,30,0,1165,Y,Eur
2023-01-21,131,10,1271,Y,Eur
2023-01-21,94,9,789,Y,Eur
2023-01-21,93,0,1362,Y,Eur
2023-01-21,128,12,746,Y,Eur
2023-01-21,118,16,1283,Y,Eur
2023-01-21,65,11,630,Y,Eur
2023-01-21,101,9,1102,Y,Eur
2023-01-21,120,26,1143,Y,Eur
2023-01-21,83,14,1109,Y,Eur
2023-01-21,85,8,1358,Y,Eur
2023-01-21,140,0,808,Y,Eur
2023-01-21,126,13,1361,Y,Eur
2023-01-21,151,7,969,Y,Eur
2023-01-21,136,31,1036,Y,Eur
2023-01-21,96,4,1305,Y,Eur
2023-01-21,128,2,1223,Y,Eur
2023-01-21,122,8,1460,Y,Eur
2023-01-21,152,31,824,Y,Eur
2023-01-21,141,0,1102,Y,Eur
2023-01-21,133,27,734,Y,Eur
2023-01-21,103,24,1032,Y,Eur
2023-01-21,101,21,1409,Y,Eur
2023-01-21,44,3,775,Y,Eur
2023-01-21,170,33,1548,Y,Eur
2023-01-21,184,3,1046,Y,Eur
2023-01-21,53,1,768,Y,Eur
2023-01-21,140,31,1001,Y,Eur
2023-01-21,111,25,1074,Y,Eur
2023-01-21,127,27,1268,Y,Eur
2023-01-21,139,15,1072,Y,Eur
2023-01-21,78,16,1122,Y,Eur
2023-01-21,113,15,1436,Y,Eur
2023-01-21,153,32,1172,Y,Eur
2023-01-21,165,40,1662,Y,Eur
2023-01-21,144,2,1405,Y,Eur
2023-01-21,97,14,702,Y,Eur
2023-01-21,30,5,873,Y,Eur
2023-01-21,90,0,1205,Y,Eur
2023-01-21,132,15,1208,Y,Eur
2023-01-21,92,14,751,Y,Eur
2023-01-21,111,10,1276,Y,Eur
2023-01-21,121,19,1217,Y,Eur
2023-01-21,104,8,1473,Y,Eur
2023-01-21,111,24,1061,Y,Eur
2023-01-21,145,28,1719,Y,Eur
2023-01-21,104,14,1052,Y,Eur
2023-01-21,82,13,890,Y,Eur
2023-01-21,87,4,1135,Y,Eur
2023-01-21,119,24,922,Y,Eur
2023-01-21,122,29,896,Y,Eur
2023-01-21,145,9,1379,Y,Eur
2023-01-21,97,21,1195,Y,Eur
2023-01-21,220,20,1884,Y,Eur
2023-01-21,152,35,1222,Y,Eur
2023-01-21,70,5,683,Y,Eur
2023-01-21,90,5,753,Y,Eur
2023-01-21,167,30,1552,Y,Eur
2023-01-21,77,15,1051,Y,Eur
2023-01-21,231,51,1334,Y,Eur
2023-01-21,133,30,1267,Y,Eur
2023-01-21,70,17,977,Y,Eur
2023-01-21,72,16,902,Y,Eur
2023-01-21,123,30,1510,Y,Eur
2023-01-21,150,15,1302,Y,Eur
2023-01-21,98,24,1516,Y,Eur
2023-01-21,79,7,968,Y,Eur
2023-01-21,142,17,1004,Y,Eur
2023-01-21,113,4,1157,Y,Eur
2023-01-21,123,27,877,Y,Eur
2023-01-21,72,17,752,Y,Eur
2023-01-21,109,13,1304,Y,Eur
2023-01-21,68,9,988,Y,Eur
2023-01-21,186,33,1281,Y,Eur
2023-01-21,192,34,1421,Y,Eur
2023-01-21,181,23,1570,Y,Eur
2023-01-21,178,37,1381,Y,Eur
2023-01-21,105,23,986,Y,Eur
2023-01-21,148,21,1234,Y,Eur
2023-01-21,117,6,1398,Y,Eur
2023-01-21,40,3,1070,Y,Eur
2023-01-21,57,3,918,Y,Eur
2023-01-21,120,16,580,Y,Eur
2023-01-21,149,30,1160,Y,Eur
2023-01-21,117,4,829,Y,Eur
2023-01-21,140,17,1101,Y,Eur
2023-01-21,166,28,1141,Y,Eur
2023-01-21,116,6,1183,Y,Eur
2023-01-21,35,8,1424,Y,Eur
2023-01-21,142,24,1164,Y,Eur
2023-01-21,30,1,1085,Y,Eur
2023-01-21,45,9,991,Y,Eur
2023-01-21,106,0,1157,Y,Eur
2023-01-21,170,5,1049,Y,Eur
2023-01-21,193,33,1331,Y,Eur
2023-01-21,107,19,968,Y,Eur
2023-01-21,136,24,1192,Y,Eur
2023-01-21,132,23,1048,Y,Eur
2023-01-21,100,14,1017,Y,Eur
2023-01-21,147,25,1398,Y,Eur
2023-01-21,105,7,1231,Y,Eur
2023-01-21,118,25,882,Y,Eur
2023-01-21,153,28,1021,Y,Eur
2023-01-21,187,36,1443,Y,Eur
2023-01-21,185,14,1352,Y,Eur
2023-01-21,123,29,848,Y,Eur
2023-01-21,138,23,1503,Y,Eur
2023-01-21,97,13,1185,Y,Eur
2023-01-21,53,6,843,Y,Eur
2023-01-21,117,14,1192,Y,Eur
2023-01-21,127,29,1135,Y,Eur
2023-01-21,119,10,1003,Y,Eur
2023-01-21,113,8,1285,Y,Eur
2023-01-21,144,16,1253,Y,Eur
2023-01-21,103,11,1185,Y,Eur
2023-01-22,87,6,1032,Y,Eur
2023-01-22,98,21,1064,Y,Eur
2023-01-22,200,18,1618,Y,Eur
2023-01-22,79,18,935,Y,Eur
2023-01-22,220,19,1421,Y,Eur
2023-01-22,78,5,1126,Y,Eur
2023-01-22,76,5,1019,Y,Eur
2023-01-22,37,6,569,Y,Eur
2023-01-22,64,11,1192,Y,Eur
2023-01-22,126,28,1260,Y,Eur
2023-01-22,107,5,1335,Y,Eur
2023-01-22,98,15,927,Y,Eur
2023-01-22,94,6,1096,Y,Eur
2023-01-22,117,10,1229,Y,Eur
2023-01-22,163,39,870,Y,Eur
2023-01-22,110,14,1035,Y,Eur
2023-01-22,119,27,1097,Y,Eur
2023-01-22,49,7,957,Y,Eur
2023-01-22,82,10,1076,Y,Eur
2023-01-22,153,6,1320,Y,Eur
2023-01-22,33,0,965,Y,Eur
2023-01-22,116,18,1411,Y,Eur
2023-01-22,110,25,1322,Y,Eur
2023-01-22,54,1,1047,Y,Eur
2023-01-22,109,19,659,Y,Eur
2023-01-22,75,5,802,Y,Eur
2023-01-22,30,5,973,Y,Eur
2023-01-22,54,13,765,Y,Eur
2023-01-22,142,16,914,Y,Eur
2023-01-22,60,8,710,Y,Eur
2023-01-22,121,30,844,Y,Eur
2023-01-22,139,33,953,Y,Eur
2023-01-22,111,17,1344,Y,Eur
2023-01-22,70,5,1061,Y,Eur
2023-01-22,178,14,1122,Y,Eur
2023-01-22,81,9,1327,Y,Eur
2023-01-22,156,14,1045,Y,Eur
2023-01-22,30,0,1061,Y,Eur
2023-01-22,136,29,1228,Y,Eur
2023-01-22,96,9,1221,Y,Eur
2023-01-22,83,19,1263,Y,Eur
2023-01-22,207,6,1148,Y,Eur
2023-01-22,80,7,1325,Y,Eur
2023-01-22,113,8,540,Y,Eur
2023-01-22,88,4,780,Y,Eur
2023-01-22,138,18,1142,Y,Eur
2023-01-22,30,2,855,Y,Eur
2023-01-22,58,12,1046,Y,Eur
2023-01-22,56,8,815,Y,Eur
2023-01-22,35,2,936,Y,Eur
2023-01-22,103,1,1140,Y,Eur
2023-01-22,92,19,1355,Y,Eur
2023-01-22,101,3,1497,Y,Eur
2023-01-22,79,18,1164,Y,Eur
2023-01-22,83,11,1208,Y,Eur
2023-01-22,66,0,1225,Y,Eur
2023-01-22,84,1,839,Y,Eur
2023-01-22,86,9,1128,Y,Eur
2023-01-22,164,26,1183,Y,Eur
2023-01-22,112,4,1297,Y,Eur
2023-01-22,87,19,1137,Y,Eur
2023-01-22,168,31,1195,Y,Eur
2023-01-22,57,1,996,Y,Eur
2023-01-22,69,4,1309,Y,Eur
2023-01-22,84,0,1117,Y,Eur
2023-01-22,85,4,1278,Y,Eur
2023-01-22,118,26,1021,Y,Eur
2023-01-22,71,5,1341,Y,Eur
2023-01-22,128,31,1049,Y,Eur
2023-01-22,63,0,969,Y,Eur
2023-01-22,117,23,1440,Y,Eur
2023-01-22,109,2,1309,Y,Eur
2023-01-22,142,23,1425,Y,Eur
2023-01-22,120,15,913,Y,Eur
2023-01-22,166,28,924,Y,Eur
2023-01-22,94,14,1350,Y,Eur
2023-01-22,91,2,1016,Y,Eur
2023-01-22,67,15,1201,Y,Eur
2023-01-22,180,40,1366,Y,Eur
2023-01-22,85,13,1318,Y,Eur
2023-01-22,106,1,1084,Y,Eur
2023-01-22,44,2,1014,Y,Eur
2023-01-22,72,6,1472,Y,Eur
2023-01-22,60,8,896,Y,Eur
2023-01-22,83,8,1204,Y,Eur
2023-01-22,125,18,1069,Y,Eur
2023-01-22,57,4,729,Y,Eur
2023-01-22,93,9,875,Y,Eur
2023-01-22,30,6,609,Y,Eur
2023-01-22,147,34,983,Y,Eur
2023-01-22,103,5,877,Y,Eur
2023-01-22,83,14,919,Y,Eur
2023-01-22,139,33,1099,Y,Eur
2023-01-22,35,4,629,Y,Eur
2023-01-22,83,7,1356,Y,Eur
2023-01-22,80,16,1217,Y,Eur
2023-01-22,67,3,1200,Y,Eur
2023-01-22,60,6,627,Y,Eur
2023-01-22,100,17,1199,Y,Eur
2023-01-22,145,35,1372,Y,Eur
2023-01-22,98,9,1319,Y,Eur
2023-01-22,30,6,1169,Y,Eur
2023-01-22,109,26,861,Y,Eur
2023-01-22,98,14,1262,Y,Eur
2023-01-22,99,19,1052,Y,Eur
2023-01-22,70,13,704,Y,Eur
2023-01-22,54,8,1014,Y,Eur
2023-01-22,151,37,1087,Y,Eur
2023-01-22,97,3,1203,Y,Eur
2023-01-22,71,7,1295,Y,Eur
2023-01-22,129,29,1326,Y,Eur
2023-01-22,104,14,1238,Y,Eur
2023-01-23,185,10,1230,Y,Eur
2023-01-23,72,8,1315,Y,Eur
2023-01-23,98,12,843,Y,Eur
2023-01-23,67,2,1345,Y,Eur
2023-01-23,156,16,1258,Y,Eur
2023-01-23,133,20,1235,Y,Eur
2023-01-23,184,10,1288,Y,Eur
2023-01-23,30,1,985,Y,Eur
2023-01-23,80,13,1408,Y,Eur
2023-01-23,122,18,1113,Y,Eur
2023-01-23,30,3,1020,Y,Eur
2023-01-23,51,8,1052,Y,Eur
2023-01-23,127,27,1505,Y,Eur
2023-01-23,30,5,921,Y,Eur
2023-01-23,36,2,437,Y,Eur
2023-01-23,69,8,1096,Y,Eur
2023-01-23,55,5,1066,Y,Eur
2023-01-23,50,11,912,Y,Eur
2023-01-23,99,17,1051,Y,Eur
2023-01-23,60,0,1276,Y,Eur
2023-01-23,43,10,925,Y,Eur
2023-01-23,144,16,1164,Y,Eur
2023-01-23,79,3,806,Y,Eur
2023-01-23,30,1,1019,Y,Eur
2023-01-23,84,8,1186,Y,Eur
2023-01-23,199,41,1217,Y,Eur
2023-01-23,85,3,852,Y,Eur
2023-01-23,114,9,1093,Y,Eur
2023-01-23,105,0,1165,Y,Eur
2023-01-23,94,2,1308,Y,Eur
2023-01-23,121,9,1189,Y,Eur
2023-01-23,180,11,1006,Y,Eur
2023-01-23,80,18,1083,Y,Eur
2023-01-23,168,16,1315,Y,Eur
2023-01-23,103,20,1378,Y,Eur
2023-01-23,124,3,1096,Y,Eur
2023-01-23,30,0,855,Y,Eur
2023-01-23,102,6,1152,Y,Eur
2023-01-23,119,24,954,Y,Eur
2023-01-23,125,22,1084,Y,Eur
2023-01-23,147,26,799,Y,Eur
2023-01-23,67,7,995,Y,Eur
2023-01-23,44,1,966,Y,Eur
2023-01-23,78,15,1025,Y,Eur
2023-01-23,179,38,1372,Y,Eur
2023-01-23,168,11,1363,Y,Eur
2023-01-23,152,36,1235,Y,Eur
2023-01-23,75,17,1288,Y,Eur
2023-01-23,145,17,1645,Y,Eur
2023-01-23,89,13,784,Y,Eur
2023-01-23,92,20,1136,Y,Eur
2023-01-23,94,9,799,Y,Eur
2023-01-23,81,2,929,Y,Eur
2023-01-23,43,0,739,Y,Eur
2023-01-23,142,9,1630,Y,Eur
2023-01-23,62,11,548,Y,Eur
2023-01-23,125,31,430,Y,Eur
2023-01-23,86,15,747,Y,Eur
2023-01-23,77,0,1067,Y,Eur
2023-01-23,122,28,984,Y,Eur
2023-01-23,90,11,1147,Y,Eur
2023-01-23,65,12,647,Y,Eur
2023-01-23,80,14,1013,Y,Eur
2023-01-23,125,18,718,Y,Eur
2023-01-23,76,3,1132,Y,Eur
2023-01-23,140,18,1192,Y,Eur
2023-01-23,73,6,1271,Y,Eur
2023-01-23,163,22,1473,Y,Eur
2023-01-23,57,0,862,Y,Eur
2023-01-23,66,2,1117,Y,Eur
2023-01-23,30,7,939,Y,Eur
2023-01-23,90,6,1432,Y,Eur
2023-01-23,101,3,1127,Y,Eur
2023-01-23,85,12,1308,Y,Eur
2023-01-23,64,3,764,Y,Eur
2023-01-23,120,11,693,Y,Eur
2023-01-23,77,10,1074,Y,Eur
2023-01-23,87,16,692,Y,Eur
2023-01-23,199,29,1325,Y,Eur
2023-01-23,111,25,944,Y,Eur
2023-01-23,42,2,1297,Y,Eur
2023-01-23,150,14,1654,Y,Eur
2023-01-23,155,36,1263,Y,Eur
2023-01-23,55,6,799,Y,Eur
2023-01-23,104,13,1013,Y,Eur
2023-01-23,98,0,1375,Y,Eur
2023-01-23,85,1,638,Y,Eur
2023-01-23,128,29,938,Y,Eur
2023-01-23,78,9,870,Y,Eur
2023-01-23,54,4,1068,Y,Eur
2023-01-23,133,7,1371,Y,Eur
2023-01-23,105,14,1355,Y,Eur
2023-01-23,141,0,1162,Y,Eur
2023-01-23,32,4,1037,Y,Eur
2023-01-23,145,36,1112,Y,Eur
2023-01-23,149,10,1426,Y,Eur
2023-01-23,78,18,751,Y,Eur
2023-01-23,80,2,937,Y,Eur
2023-01-23,109,26,1030,Y,Eur
2023-01-23,120,26,1325,Y,Eur
2023-01-23,49,4,626,Y,Eur
2023-01-23,104,4,1083,Y,Eur
2023-01-23,111,26,1339,Y,Eur
2023-01-24,100,16,943,Y,Eur
2023-01-24,58,13,1111,Y,Eur
2023-01-24,66,4,999,Y,Eur
2023-01-24,74,7,774,Y,Eur
2023-01-24,96,14,1000,Y,Eur
2023-01-24,145,8,1659,Y,Eur
2023-01-24,119,9,937,Y,Eur
2023-01-24,30,7,942,Y,Eur
2023-01-24,165,31,1250,Y,Eur
2023-01-24,30,1,772,Y,Eur
2023-01-24,43,10,951,Y,Eur
2023-01-24,118,26,1063,Y,Eur
2023-01-24,92,7,643,Y,Eur
2023-01-24,71,17,1039,Y,Eur
2023-01-24,118,5,981,Y,Eur
2023-01-24,88,21,946,Y,Eur
2023-01-24,60,0,924,Y,Eur
2023-01-24,39,7,979,Y,Eur
2023-01-24,77,5,1183,Y,Eur
2023-01-24,80,12,1125,Y,Eur
2023-01-24,119,3,1037,Y,Eur
2023-01-24,131,30,1145,Y,Eur
2023-01-24,92,3,983,Y,Eur
2023-01-24,102,23,910,Y,Eur
2023-01-24,114,20,1035,Y,Eur
2023-01-24,30,3,510,Y,Eur
2023-01-24,110,24,906,Y,Eur
2023-01-24,93,17,1321,Y,Eur
2023-01-24,30,5,662,Y,Eur
2023-01-24,84,11,1077,Y,Eur
2023-01-24,36,2,1468,Y,Eur
2023-01-24,43,9,851,Y,Eur
2023-01-24,66,3,927,Y,Eur
2023-01-24,138,12,901,Y,Eur
2023-01-24,123,27,1017,Y,Eur
2023-01-24,49,10,1078,Y,Eur
2023-01-24,30,7,734,Y,Eur
2023-01-24,107,20,1165,Y,Eur
2023-01-24,51,4,878,Y,Eur
2023-01-24,110,11,1184,Y,Eur
2023-01-24,111,9,1122,Y,Eur
2023-01-24,160,19,1429,Y,Eur
2023-01-24,117,23,1280,Y,Eur
2023-01-24,40,9,934,Y,Eur
2023-01-24,61,3,1015,Y,Eur
2023-01-24,47,2,1009,Y,Eur
2023-01-24,74,11,832,Y,Eur
2023-01-24,142,21,989,Y,Eur
2023-01-24,101,23,1087,Y,Eur
2023-01-24,119,28,748,Y,Eur
2023-01-24,113,13,959,Y,Eur
2023-01-24,122,20,1529,Y,Eur
2023-01-24,65,16,1044,Y,Eur
2023-01-24,105,14,1115,Y,Eur
2023-01-24,114,18,893,Y,Eur
2023-01-24,78,2,1382,Y,Eur
2023-01-24,43,2,1253,Y,Eur
2023-01-24,31,3,502,Y,Eur
2023-01-24,30,2,688,Y,Eur
2023-01-24,66,10,1357,Y,Eur
2023-01-24,53,2,1080,Y,Eur
2023-01-24,44,9,836,Y,Eur
2023-01-24,94,12,1231,Y,Eur
2023-01-24,148,10,1528,Y,Eur
2023-01-24,79,9,776,Y,Eur
2023-01-24,69,9,797,Y,Eur
2023-01-24,71,2,1117,Y,Eur
2023-01-24,104,23,1169,Y,Eur
2023-01-24,91,16,1110,Y,Eur
2023-01-24,30,1,916,Y,Eur
2023-01-24,106,12,916,Y,Eur
2023-01-24,147,36,974,Y,Eur
2023-01-24,69,3,1049,Y,Eur
2023-01-24,149,4,996,Y,Eur
2023-01-24,178,36,1096,Y,Eur
2023-01-24,55,13,900,Y,Eur
2023-01-24,90,18,887,Y,Eur
2023-01-24,127,12,1404,Y,Eur
2023-01-24,128,28,1129,Y,Eur
2023-01-24,30,0,689,Y,Eur
2023-01-24,39,6,813,Y,Eur
2023-01-24,32,0,833,Y,Eur
2023-01-24,82,19,1496,Y,Eur
2023-01-24,30,5,1108,Y,Eur
2023-01-24,30,1,1080,Y,Eur
2023-01-25,97,2,1523,Y,Eur
2023-01-25,96,18,1232,Y,Eur
2023-01-25,160,32,1282,Y,Eur
2023-01-25,92,20,1267,Y,Eur
2023-01-25,148,26,1308,Y,Eur
2023-01-25,94,3,985,Y,Eur
2023-01-25,114,1,951,Y,Eur
2023-01-25,169,31,1417,Y,Eur
2023-01-25,113,11,1355,Y,Eur
2023-01-25,30,6,867,Y,Eur
2023-01-25,83,17,1196,Y,Eur
2023-01-25,76,15,1044,Y,Eur
2023-01-25,69,0,828,Y,Eur
2023-01-25,133,1,1197,Y,Eur
2023-01-25,135,16,1129,Y,Eur
2023-01-25,30,6,1058,Y,Eur
2023-01-25,97,19,1022,Y,Eur
2023-01-25,108,24,1200,Y,Eur
2023-01-25,56,11,819,Y,Eur
2023-01-25,81,18,1408,Y,Eur
2023-01-25,48,0,1138,Y,Eur
2023-01-25,77,13,1070,Y,Eur
2023-01-25,48,0,554,Y,Eur
2023-01-25,122,19,1432,Y,Eur
2023-01-25,53,7,837,Y,Eur
2023-01-25,125,20,1253,Y,Eur
2023-01-25,47,3,884,Y,Eur
2023-01-25,136,31,859,Y,Eur
2023-01-25,152,26,1168,Y,Eur
2023-01-25,165,16,1252,Y,Eur
2023-01-25,85,2,1056,Y,Eur
2023-01-25,59,8,646,Y,Eur
2023-01-25,156,10,880,Y,Eur
2023-01-25,88,17,1235,Y,Eur
2023-01-25,125,21,1412,Y,Eur
2023-01-25,84,15,931,Y,Eur
2023-01-25,66,6,1101,Y,Eur
2023-01-25,139,11,842,Y,Eur
